instant,date,season,year,month,hour,holiday,weekday,workingday,weather,temp,humidity,windspeed,rentals
4037,2011-06-22,3,0,6,2,0,3,1,1,27.3,78.0,0.0,7
4038,2011-06-22,3,0,6,3,0,3,1,1,27.3,78.0,7.65,7
4039,2011-06-22,3,0,6,4,0,3,1,1,26.5,83.0,0.0,11
4040,2011-06-22,3,0,6,5,0,3,1,1,26.5,89.0,0.0,23
4041,2011-06-22,3,0,6,6,0,3,1,1,27.3,83.0,0.0,122
4042,2011-06-22,3,0,6,7,0,3,1,1,28.9,79.0,0.0,311
4043,2011-06-22,3,0,6,8,0,3,1,1,29.7,74.0,5.96,423
4044,2011-06-22,3,0,6,9,0,3,1,1,29.7,79.0,9.36,219
4045,2011-06-22,3,0,6,10,0,3,1,1,30.6,70.0,14.46,135
4046,2011-06-22,3,0,6,11,0,3,1,1,30.6,70.0,9.36,145
4047,2011-06-22,3,0,6,12,0,3,1,2,33.0,59.0,12.76,188
4048,2011-06-22,3,0,6,13,0,3,1,2,33.8,56.00000000000001,14.46,147
4049,2011-06-22,3,0,6,14,0,3,1,2,33.8,52.0,16.16,145
4050,2011-06-22,3,0,6,15,0,3,1,2,33.8,56.00000000000001,16.16,146
4051,2011-06-22,3,0,6,16,0,3,1,2,33.8,59.0,18.72,258
4052,2011-06-22,3,0,6,17,0,3,1,2,33.0,55.00000000000001,22.12,529
4053,2011-06-22,3,0,6,18,0,3,1,2,33.0,59.0,14.46,513
4054,2011-06-22,3,0,6,19,0,3,1,2,33.0,52.0,14.46,342
4055,2011-06-22,3,0,6,20,0,3,1,1,30.6,74.0,7.65,282
4056,2011-06-22,3,0,6,21,0,3,1,1,30.6,79.0,9.36,247
4057,2011-06-22,3,0,6,22,0,3,1,2,29.7,79.0,11.06,148
4058,2011-06-22,3,0,6,23,0,3,1,2,29.7,79.0,12.76,105
4059,2011-06-23,3,0,6,0,0,4,1,1,29.7,79.0,12.76,49
4060,2011-06-23,3,0,6,1,0,4,1,1,29.7,74.0,12.76,31
4061,2011-06-23,3,0,6,2,0,4,1,1,29.7,74.0,12.76,4
4062,2011-06-23,3,0,6,3,0,4,1,2,29.7,74.0,9.36,5
4063,2011-06-23,3,0,6,4,0,4,1,2,28.9,79.0,7.65,7
4064,2011-06-23,3,0,6,5,0,4,1,1,29.7,74.0,9.36,24
4065,2011-06-23,3,0,6,6,0,4,1,1,29.7,74.0,9.36,100
4066,2011-06-23,3,0,6,7,0,4,1,2,29.7,74.0,7.65,327
4067,2011-06-23,3,0,6,8,0,4,1,2,30.6,70.0,11.06,432
4068,2011-06-23,3,0,6,9,0,4,1,2,30.6,70.0,7.65,227
4069,2011-06-23,3,0,6,10,0,4,1,2,31.4,66.0,7.65,127
4070,2011-06-23,3,0,6,11,0,4,1,3,31.4,66.0,14.46,136
4071,2011-06-23,3,0,6,12,0,4,1,2,31.4,66.0,16.16,160
4072,2011-06-23,3,0,6,13,0,4,1,2,31.4,62.0,16.16,186
4073,2011-06-23,3,0,6,14,0,4,1,2,31.4,66.0,17.01,149
4074,2011-06-23,3,0,6,15,0,4,1,2,31.4,52.0,20.42,189
4075,2011-06-23,3,0,6,16,0,4,1,2,30.6,62.0,17.01,275
4076,2011-06-23,3,0,6,17,0,4,1,2,29.7,70.0,20.42,569
4077,2011-06-23,3,0,6,18,0,4,1,1,29.7,70.0,23.82,540
4078,2011-06-23,3,0,6,19,0,4,1,1,29.7,70.0,20.42,400
4079,2011-06-23,3,0,6,20,0,4,1,1,28.9,74.0,12.76,352
4080,2011-06-23,3,0,6,21,0,4,1,1,28.9,74.0,11.06,234
4081,2011-06-23,3,0,6,22,0,4,1,2,28.9,74.0,12.76,162
4082,2011-06-23,3,0,6,23,0,4,1,1,28.9,74.0,16.16,105
4083,2011-06-24,3,0,6,0,0,5,1,1,28.1,79.0,11.06,63
4084,2011-06-24,3,0,6,1,0,5,1,1,27.3,83.0,18.72,28
4085,2011-06-24,3,0,6,2,0,5,1,1,27.3,83.0,18.72,14
4086,2011-06-24,3,0,6,3,0,5,1,1,27.3,83.0,9.36,5
4087,2011-06-24,3,0,6,4,0,5,1,1,27.3,83.0,5.11,9
4088,2011-06-24,3,0,6,5,0,5,1,1,26.5,89.0,5.11,20
4089,2011-06-24,3,0,6,6,0,5,1,1,27.3,83.0,7.65,91
4090,2011-06-24,3,0,6,7,0,5,1,2,27.3,83.0,12.76,268
4091,2011-06-24,3,0,6,8,0,5,1,1,28.9,74.0,12.76,466
4092,2011-06-24,3,0,6,9,0,5,1,1,30.6,62.0,7.65,231
4093,2011-06-24,3,0,6,10,0,5,1,1,33.0,43.0,16.16,145
4094,2011-06-24,3,0,6,11,0,5,1,1,33.0,38.0,18.72,203
4095,2011-06-24,3,0,6,12,0,5,1,1,33.0,41.0,16.16,201
4096,2011-06-24,3,0,6,13,0,5,1,1,33.0,36.0,12.76,221
4097,2011-06-24,3,0,6,14,0,5,1,1,32.2,43.0,16.16,229
4098,2011-06-24,3,0,6,15,0,5,1,1,33.8,34.0,22.12,216
4099,2011-06-24,3,0,6,16,0,5,1,1,33.0,33.0,23.82,327
4100,2011-06-24,3,0,6,17,0,5,1,1,31.4,37.0,14.46,557
4101,2011-06-24,3,0,6,18,0,5,1,1,31.4,37.0,17.01,452
4102,2011-06-24,3,0,6,19,0,5,1,1,30.6,40.0,12.76,385
4103,2011-06-24,3,0,6,20,0,5,1,1,29.7,45.0,9.36,288
4104,2011-06-24,3,0,6,21,0,5,1,1,28.9,48.0,7.65,233
4105,2011-06-24,3,0,6,22,0,5,1,1,28.9,48.0,0.0,167
4106,2011-06-24,3,0,6,23,0,5,1,1,28.1,51.0,7.65,172
4107,2011-06-25,3,0,6,0,0,6,0,1,28.1,47.0,9.36,116
4108,2011-06-25,3,0,6,1,0,6,0,1,27.3,50.0,9.36,95
4109,2011-06-25,3,0,6,2,0,6,0,2,27.3,50.0,11.06,59
4110,2011-06-25,3,0,6,3,0,6,0,1,26.5,56.99999999999999,11.06,39
4111,2011-06-25,3,0,6,4,0,6,0,1,26.5,56.99999999999999,11.06,11
4112,2011-06-25,3,0,6,5,0,6,0,1,25.7,61.0,7.65,14
4113,2011-06-25,3,0,6,6,0,6,0,1,26.5,56.99999999999999,12.76,29
4114,2011-06-25,3,0,6,7,0,6,0,1,26.5,56.99999999999999,16.16,42
4115,2011-06-25,3,0,6,8,0,6,0,1,28.9,48.0,14.46,112
4116,2011-06-25,3,0,6,9,0,6,0,1,29.7,45.0,14.46,186
4117,2011-06-25,3,0,6,10,0,6,0,1,29.7,45.0,11.06,302
4118,2011-06-25,3,0,6,11,0,6,0,1,30.6,42.0,0.0,331
4119,2011-06-25,3,0,6,12,0,6,0,1,30.6,40.0,16.16,392
4120,2011-06-25,3,0,6,13,0,6,0,1,30.6,40.0,16.16,371
4121,2011-06-25,3,0,6,14,0,6,0,1,30.6,45.0,17.01,383
4122,2011-06-25,3,0,6,15,0,6,0,1,30.6,45.0,0.0,392
4123,2011-06-25,3,0,6,16,0,6,0,1,31.4,43.0,17.01,410
4124,2011-06-25,3,0,6,17,0,6,0,1,30.6,42.0,12.76,399
4125,2011-06-25,3,0,6,18,0,6,0,1,29.7,45.0,14.46,307
4126,2011-06-25,3,0,6,19,0,6,0,1,29.7,48.0,16.16,375
4127,2011-06-25,3,0,6,20,0,6,0,1,28.9,48.0,11.06,269
4128,2011-06-25,3,0,6,21,0,6,0,1,28.1,51.0,9.36,202
4129,2011-06-25,3,0,6,22,0,6,0,1,28.1,47.0,11.06,187
4130,2011-06-25,3,0,6,23,0,6,0,2,27.3,50.0,17.01,179
4131,2011-06-26,3,0,6,0,0,0,0,1,26.5,53.0,0.0,115
4132,2011-06-26,3,0,6,1,0,0,0,1,26.5,53.0,5.96,90
4133,2011-06-26,3,0,6,2,0,0,0,1,25.7,56.99999999999999,5.96,87
4134,2011-06-26,3,0,6,3,0,0,0,1,24.9,64.0,5.96,34
4135,2011-06-26,3,0,6,4,0,0,0,1,24.9,64.0,5.11,11
4136,2011-06-26,3,0,6,5,0,0,0,1,24.9,64.0,0.0,12
4137,2011-06-26,3,0,6,6,0,0,0,1,24.9,64.0,0.0,20
4138,2011-06-26,3,0,6,7,0,0,0,1,25.7,61.0,0.0,51
4139,2011-06-26,3,0,6,8,0,0,0,1,26.5,61.0,11.06,107
4140,2011-06-26,3,0,6,9,0,0,0,1,27.3,54.0,5.11,206
4141,2011-06-26,3,0,6,10,0,0,0,1,29.7,48.0,5.96,332
4142,2011-06-26,3,0,6,11,0,0,0,1,29.7,45.0,7.65,346
4143,2011-06-26,3,0,6,12,0,0,0,1,30.6,40.0,9.36,443
4144,2011-06-26,3,0,6,13,0,0,0,1,30.6,40.0,0.0,442
4145,2011-06-26,3,0,6,14,0,0,0,1,30.6,40.0,7.65,443
4146,2011-06-26,3,0,6,15,0,0,0,1,30.6,40.0,0.0,403
4147,2011-06-26,3,0,6,16,0,0,0,1,30.6,42.0,11.06,455
4148,2011-06-26,3,0,6,17,0,0,0,2,29.7,42.0,9.36,421
4149,2011-06-26,3,0,6,18,0,0,0,2,29.7,45.0,14.46,382
4150,2011-06-26,3,0,6,19,0,0,0,2,29.7,48.0,7.65,317
4151,2011-06-26,3,0,6,20,0,0,0,2,28.9,48.0,5.96,213
4152,2011-06-26,3,0,6,21,0,0,0,2,28.9,54.0,5.96,183
4153,2011-06-26,3,0,6,22,0,0,0,1,28.9,51.0,0.0,114
4154,2011-06-26,3,0,6,23,0,0,0,1,28.9,54.0,5.11,78
4155,2011-06-27,3,0,6,0,0,1,1,3,26.5,73.0,16.16,32
4156,2011-06-27,3,0,6,1,0,1,1,2,25.7,78.0,7.65,15
4157,2011-06-27,3,0,6,2,0,1,1,3,25.7,78.0,7.65,6
4158,2011-06-27,3,0,6,3,0,1,1,3,25.7,78.0,7.65,2
4159,2011-06-27,3,0,6,4,0,1,1,2,24.9,83.0,9.36,9
4160,2011-06-27,3,0,6,5,0,1,1,2,25.7,83.0,9.36,22
4161,2011-06-27,3,0,6,6,0,1,1,2,25.7,78.0,9.36,94
4162,2011-06-27,3,0,6,7,0,1,1,2,26.5,73.0,12.76,261
4163,2011-06-27,3,0,6,8,0,1,1,1,27.3,74.0,11.06,447
4164,2011-06-27,3,0,6,9,0,1,1,2,29.7,54.0,0.0,187
4165,2011-06-27,3,0,6,10,0,1,1,2,29.7,54.0,7.65,150
4166,2011-06-27,3,0,6,11,0,1,1,2,28.9,57.99999999999999,0.0,150
4167,2011-06-27,3,0,6,12,0,1,1,2,29.7,54.0,0.0,170
4168,2011-06-27,3,0,6,13,0,1,1,2,29.7,57.99999999999999,12.76,164
4169,2011-06-27,3,0,6,14,0,1,1,2,29.7,57.99999999999999,5.11,158
4170,2011-06-27,3,0,6,15,0,1,1,2,30.6,55.00000000000001,0.0,202
4171,2011-06-27,3,0,6,16,0,1,1,1,30.6,55.00000000000001,5.96,275
4172,2011-06-27,3,0,6,17,0,1,1,1,30.6,55.00000000000001,7.65,604
4173,2011-06-27,3,0,6,18,0,1,1,1,30.6,51.0,0.0,591
4174,2011-06-27,3,0,6,19,0,1,1,1,29.7,62.0,11.06,396
4175,2011-06-27,3,0,6,20,0,1,1,1,28.9,65.0,5.96,305
4176,2011-06-27,3,0,6,21,0,1,1,1,28.9,65.0,0.0,242
4177,2011-06-27,3,0,6,22,0,1,1,1,28.1,69.0,0.0,145
4178,2011-06-27,3,0,6,23,0,1,1,1,28.1,69.0,0.0,81
4179,2011-06-28,3,0,6,0,0,2,1,2,27.3,78.0,7.65,30
4180,2011-06-28,3,0,6,1,0,2,1,1,27.3,74.0,0.0,13
4181,2011-06-28,3,0,6,2,0,2,1,2,27.3,74.0,0.0,11
4182,2011-06-28,3,0,6,3,0,2,1,2,27.3,74.0,0.0,2
4183,2011-06-28,3,0,6,4,0,2,1,1,27.3,74.0,0.0,8
4184,2011-06-28,3,0,6,5,0,2,1,1,27.3,78.0,0.0,21
4185,2011-06-28,3,0,6,6,0,2,1,1,27.3,83.0,9.36,124
4186,2011-06-28,3,0,6,7,0,2,1,1,28.1,83.0,11.06,347
4187,2011-06-28,3,0,6,8,0,2,1,1,28.9,79.0,9.36,456
4188,2011-06-28,3,0,6,9,0,2,1,1,30.6,70.0,0.0,246
4189,2011-06-28,3,0,6,10,0,2,1,1,33.0,49.0,9.36,157
4190,2011-06-28,3,0,6,11,0,2,1,1,33.8,46.0,0.0,167
4191,2011-06-28,3,0,6,12,0,2,1,1,34.6,47.0,12.76,202
4192,2011-06-28,3,0,6,13,0,2,1,1,34.6,44.0,0.0,189
4193,2011-06-28,3,0,6,14,0,2,1,1,35.4,44.0,12.76,160
4194,2011-06-28,3,0,6,15,0,2,1,1,35.4,41.0,0.0,166
4195,2011-06-28,3,0,6,16,0,2,1,1,35.4,47.0,16.16,261
4196,2011-06-28,3,0,6,17,0,2,1,3,33.8,56.00000000000001,16.16,579
4197,2011-06-28,3,0,6,18,0,2,1,3,33.0,55.00000000000001,17.01,504
4198,2011-06-28,3,0,6,19,0,2,1,2,30.6,57.99999999999999,26.37,299
4199,2011-06-28,3,0,6,20,0,2,1,1,30.6,62.0,0.0,296
4200,2011-06-28,3,0,6,21,0,2,1,1,30.6,66.0,16.16,195
4201,2011-06-28,3,0,6,22,0,2,1,1,28.9,70.0,17.01,134
4202,2011-06-28,3,0,6,23,0,2,1,1,28.9,70.0,16.16,81
4203,2011-06-29,3,0,6,0,0,3,1,2,28.1,79.0,16.16,36
4204,2011-06-29,3,0,6,1,0,3,1,1,28.1,79.0,17.01,28
4205,2011-06-29,3,0,6,2,0,3,1,1,27.3,83.0,12.76,16
4206,2011-06-29,3,0,6,3,0,3,1,2,27.3,83.0,5.96,5
4207,2011-06-29,3,0,6,4,0,3,1,1,27.3,83.0,5.96,5
4208,2011-06-29,3,0,6,5,0,3,1,1,26.5,83.0,11.06,22
4209,2011-06-29,3,0,6,6,0,3,1,1,27.3,69.0,17.01,116
4210,2011-06-29,3,0,6,7,0,3,1,1,28.9,54.0,12.76,336
4211,2011-06-29,3,0,6,8,0,3,1,1,28.9,48.0,16.16,540
4212,2011-06-29,3,0,6,9,0,3,1,1,29.7,45.0,22.12,221
4213,2011-06-29,3,0,6,10,0,3,1,1,30.6,42.0,16.16,126
4214,2011-06-29,3,0,6,11,0,3,1,1,31.4,35.0,12.76,170
4215,2011-06-29,3,0,6,12,0,3,1,1,31.4,35.0,14.46,243
4216,2011-06-29,3,0,6,13,0,3,1,1,33.0,31.0,18.72,231
4217,2011-06-29,3,0,6,14,0,3,1,1,33.0,31.0,11.06,188
4218,2011-06-29,3,0,6,15,0,3,1,1,33.8,30.0,9.36,189
4219,2011-06-29,3,0,6,16,0,3,1,1,33.8,30.0,23.82,328
4220,2011-06-29,3,0,6,17,0,3,1,1,33.8,26.0,23.82,570
4221,2011-06-29,3,0,6,18,0,3,1,1,33.0,29.0,17.01,588
4222,2011-06-29,3,0,6,19,0,3,1,1,31.4,35.0,22.12,401
4223,2011-06-29,3,0,6,20,0,3,1,1,30.6,37.0,17.01,333
4224,2011-06-29,3,0,6,21,0,3,1,1,29.7,39.0,12.76,221
4225,2011-06-29,3,0,6,22,0,3,1,1,28.9,42.0,11.06,183
4226,2011-06-29,3,0,6,23,0,3,1,1,28.1,47.0,11.06,129
4227,2011-06-30,3,0,6,0,0,4,1,1,27.3,50.0,9.36,54
4228,2011-06-30,3,0,6,1,0,4,1,1,26.5,53.0,7.65,32
4229,2011-06-30,3,0,6,2,0,4,1,1,25.7,56.99999999999999,7.65,8
4230,2011-06-30,3,0,6,3,0,4,1,1,24.9,60.0,9.36,9
4231,2011-06-30,3,0,6,4,0,4,1,1,24.1,64.0,7.65,6
4232,2011-06-30,3,0,6,5,0,4,1,1,24.1,64.0,14.46,25
4233,2011-06-30,3,0,6,6,0,4,1,1,24.9,64.0,14.46,123
4234,2011-06-30,3,0,6,7,0,4,1,1,25.7,61.0,12.76,320
4235,2011-06-30,3,0,6,8,0,4,1,1,28.1,47.0,12.76,555
4236,2011-06-30,3,0,6,9,0,4,1,1,28.9,42.0,12.76,260
4237,2011-06-30,3,0,6,10,0,4,1,1,29.7,42.0,11.06,132
4238,2011-06-30,3,0,6,11,0,4,1,1,30.6,37.0,7.65,169
4239,2011-06-30,3,0,6,12,0,4,1,1,31.4,35.0,9.36,233
4240,2011-06-30,3,0,6,13,0,4,1,1,31.4,33.0,11.06,232
4241,2011-06-30,3,0,6,14,0,4,1,1,32.2,31.0,11.06,163
4242,2011-06-30,3,0,6,15,0,4,1,1,32.2,25.0,14.46,240
4243,2011-06-30,3,0,6,16,0,4,1,1,33.0,26.0,7.65,323
4244,2011-06-30,3,0,6,17,0,4,1,1,32.2,27.0,20.42,594
4245,2011-06-30,3,0,6,18,0,4,1,1,31.4,29.0,14.46,586
4246,2011-06-30,3,0,6,19,0,4,1,1,30.6,33.0,11.06,455
4247,2011-06-30,3,0,6,20,0,4,1,1,30.6,33.0,11.06,340
4248,2011-06-30,3,0,6,21,0,4,1,1,29.7,37.0,5.96,323
4249,2011-06-30,3,0,6,22,0,4,1,1,28.9,42.0,9.36,207
4250,2011-06-30,3,0,6,23,0,4,1,1,27.3,50.0,0.0,126
4251,2011-07-01,3,0,7,0,0,5,1,1,27.3,50.0,0.0,68
4252,2011-07-01,3,0,7,1,0,5,1,1,27.3,50.0,0.0,31
4253,2011-07-01,3,0,7,2,0,5,1,1,25.7,69.0,0.0,13
4254,2011-07-01,3,0,7,3,0,5,1,1,26.5,53.0,0.0,11
4255,2011-07-01,3,0,7,4,0,5,1,1,25.7,56.99999999999999,0.0,6
4256,2011-07-01,3,0,7,5,0,5,1,1,24.9,64.0,7.65,30
4257,2011-07-01,3,0,7,6,0,5,1,1,25.7,61.0,7.65,108
4258,2011-07-01,3,0,7,7,0,5,1,1,27.3,54.0,5.96,243
4259,2011-07-01,3,0,7,8,0,5,1,1,28.9,42.0,9.36,492
4260,2011-07-01,3,0,7,9,0,5,1,1,30.6,35.0,9.36,260
4261,2011-07-01,3,0,7,10,0,5,1,1,31.4,33.0,9.36,170
4262,2011-07-01,3,0,7,11,0,5,1,1,33.0,26.0,0.0,214
4263,2011-07-01,3,0,7,12,0,5,1,1,33.0,26.0,0.0,263
4264,2011-07-01,3,0,7,13,0,5,1,1,33.0,24.0,0.0,292
4265,2011-07-01,3,0,7,14,0,5,1,1,33.8,23.0,11.06,303
4266,2011-07-01,3,0,7,15,0,5,1,1,33.8,21.0,14.46,381
4267,2011-07-01,3,0,7,16,0,5,1,1,33.8,17.0,0.0,427
4268,2011-07-01,3,0,7,17,0,5,1,1,33.8,21.0,11.06,461
4269,2011-07-01,3,0,7,18,0,5,1,1,33.0,24.0,14.46,422
4270,2011-07-01,3,0,7,19,0,5,1,1,32.2,25.0,11.06,318
4271,2011-07-01,3,0,7,20,0,5,1,1,29.7,42.0,12.76,269
4272,2011-07-01,3,0,7,21,0,5,1,1,28.9,45.0,11.06,218
4273,2011-07-01,3,0,7,22,0,5,1,1,28.9,42.0,0.0,222
4274,2011-07-01,3,0,7,23,0,5,1,1,28.1,47.0,5.11,140
4275,2011-07-02,3,0,7,0,0,6,0,1,28.1,47.0,5.11,115
4276,2011-07-02,3,0,7,1,0,6,0,1,27.3,54.0,0.0,78
4277,2011-07-02,3,0,7,2,0,6,0,1,26.5,53.0,0.0,52
4278,2011-07-02,3,0,7,3,0,6,0,1,26.5,53.0,0.0,26
4279,2011-07-02,3,0,7,4,0,6,0,1,25.7,61.0,0.0,11
4280,2011-07-02,3,0,7,5,0,6,0,1,24.1,73.0,5.96,14
4281,2011-07-02,3,0,7,6,0,6,0,1,25.7,69.0,5.96,32
4282,2011-07-02,3,0,7,7,0,6,0,1,26.5,65.0,0.0,45
4283,2011-07-02,3,0,7,8,0,6,0,1,28.1,56.99999999999999,0.0,132
4284,2011-07-02,3,0,7,9,0,6,0,1,30.6,51.0,5.11,179
4285,2011-07-02,3,0,7,10,0,6,0,1,33.0,36.0,0.0,271
4286,2011-07-02,3,0,7,11,0,6,0,1,33.0,36.0,5.11,357
4287,2011-07-02,3,0,7,12,0,6,0,1,33.8,30.0,7.65,374
4288,2011-07-02,3,0,7,13,0,6,0,1,33.8,30.0,5.96,404
4289,2011-07-02,3,0,7,14,0,6,0,1,34.6,20.0,0.0,392
4290,2011-07-02,3,0,7,15,0,6,0,1,35.4,19.0,9.36,331
4291,2011-07-02,3,0,7,16,0,6,0,1,36.2,22.0,12.76,398
4292,2011-07-02,3,0,7,17,0,6,0,1,34.6,30.0,12.76,349
4293,2011-07-02,3,0,7,18,0,6,0,1,33.8,30.0,16.16,383
4294,2011-07-02,3,0,7,19,0,6,0,1,33.0,33.0,12.76,305
4295,2011-07-02,3,0,7,20,0,6,0,1,31.4,45.0,16.16,284
4296,2011-07-02,3,0,7,21,0,6,0,1,30.6,48.0,11.06,232
4297,2011-07-02,3,0,7,22,0,6,0,1,29.7,51.0,9.36,201
4298,2011-07-02,3,0,7,23,0,6,0,1,29.7,54.0,16.16,154
4299,2011-07-03,3,0,7,0,0,0,0,1,28.9,57.99999999999999,12.76,144
4300,2011-07-03,3,0,7,1,0,0,0,2,28.9,61.0,9.36,78
4301,2011-07-03,3,0,7,2,0,0,0,1,28.9,57.99999999999999,11.06,69
4302,2011-07-03,3,0,7,3,0,0,0,3,28.1,65.0,5.11,33
4303,2011-07-03,3,0,7,4,0,0,0,3,28.1,65.0,5.11,5
4304,2011-07-03,3,0,7,5,0,0,0,3,25.7,83.0,11.06,1
4305,2011-07-03,3,0,7,6,0,0,0,2,25.7,94.0,5.11,3
4306,2011-07-03,3,0,7,7,0,0,0,2,26.5,89.0,11.06,25
4307,2011-07-03,3,0,7,8,0,0,0,1,28.1,79.0,12.76,92
4308,2011-07-03,3,0,7,9,0,0,0,1,28.9,74.0,14.46,181
4309,2011-07-03,3,0,7,10,0,0,0,1,30.6,66.0,9.36,264
4310,2011-07-03,3,0,7,11,0,0,0,1,31.4,62.0,5.96,390
4311,2011-07-03,3,0,7,12,0,0,0,1,33.0,55.00000000000001,5.96,404
4312,2011-07-03,3,0,7,13,0,0,0,1,33.0,59.0,12.76,421
4313,2011-07-03,3,0,7,14,0,0,0,1,33.8,56.00000000000001,14.46,375
4314,2011-07-03,3,0,7,15,0,0,0,1,34.6,53.0,17.01,376
4315,2011-07-03,3,0,7,16,0,0,0,1,34.6,53.0,17.01,414
4316,2011-07-03,3,0,7,17,0,0,0,3,33.0,49.0,48.49,358
4317,2011-07-03,3,0,7,18,0,0,0,3,33.0,49.0,48.49,181
4318,2011-07-03,3,0,7,19,0,0,0,2,27.3,83.0,11.06,183
4319,2011-07-03,3,0,7,20,0,0,0,3,27.3,83.0,0.0,176
4320,2011-07-03,3,0,7,21,0,0,0,2,27.3,83.0,9.36,167
4321,2011-07-03,3,0,7,22,0,0,0,2,27.3,78.0,5.96,162
4322,2011-07-03,3,0,7,23,0,0,0,1,26.5,83.0,9.36,147
4323,2011-07-04,3,0,7,0,1,1,0,1,26.5,83.0,7.65,140
4324,2011-07-04,3,0,7,1,1,1,0,1,26.5,83.0,5.11,119
4325,2011-07-04,3,0,7,2,1,1,0,1,26.5,83.0,0.0,63
4326,2011-07-04,3,0,7,3,1,1,0,1,26.5,78.0,0.0,26
4327,2011-07-04,3,0,7,4,1,1,0,2,27.3,78.0,5.11,12
4328,2011-07-04,3,0,7,5,1,1,0,2,26.5,83.0,7.65,4
4329,2011-07-04,3,0,7,6,1,1,0,1,26.5,89.0,9.36,16
4330,2011-07-04,3,0,7,7,1,1,0,1,27.3,83.0,7.65,36
4331,2011-07-04,3,0,7,8,1,1,0,1,28.9,74.0,5.96,86
4332,2011-07-04,3,0,7,9,1,1,0,2,29.7,66.0,5.11,238
4333,2011-07-04,3,0,7,10,1,1,0,2,31.4,55.00000000000001,5.11,280
4334,2011-07-04,3,0,7,11,1,1,0,2,31.4,55.00000000000001,5.11,349
4335,2011-07-04,3,0,7,12,1,1,0,2,32.2,52.0,0.0,447
4336,2011-07-04,3,0,7,13,1,1,0,2,32.2,49.0,0.0,423
4337,2011-07-04,3,0,7,14,1,1,0,1,33.0,46.0,0.0,408
4338,2011-07-04,3,0,7,15,1,1,0,1,33.8,43.0,5.11,408
4339,2011-07-04,3,0,7,16,1,1,0,1,33.8,41.0,0.0,452
4340,2011-07-04,3,0,7,17,1,1,0,1,33.0,46.0,0.0,436
4341,2011-07-04,3,0,7,18,1,1,0,1,33.0,46.0,7.65,418
4342,2011-07-04,3,0,7,19,1,1,0,2,32.2,49.0,9.36,375
4343,2011-07-04,3,0,7,20,1,1,0,2,31.4,55.00000000000001,5.96,386
4344,2011-07-04,3,0,7,21,1,1,0,2,30.6,62.0,5.96,457
4345,2011-07-04,3,0,7,22,1,1,0,2,30.6,62.0,7.65,326
4346,2011-07-04,3,0,7,23,1,1,0,2,29.7,70.0,5.96,138
4347,2011-07-05,3,0,7,0,0,2,1,2,28.9,65.0,9.36,55
4348,2011-07-05,3,0,7,1,0,2,1,1,28.9,65.0,5.96,39
4349,2011-07-05,3,0,7,2,0,2,1,1,27.3,74.0,5.11,13
4350,2011-07-05,3,0,7,3,0,2,1,1,27.3,74.0,12.76,8
4351,2011-07-05,3,0,7,4,0,2,1,1,27.3,69.0,9.36,5
4352,2011-07-05,3,0,7,5,0,2,1,1,27.3,69.0,0.0,20
4353,2011-07-05,3,0,7,6,0,2,1,1,27.3,74.0,5.11,94
4354,2011-07-05,3,0,7,7,0,2,1,1,28.9,65.0,5.11,270
4355,2011-07-05,3,0,7,8,0,2,1,1,29.7,62.0,7.65,432
4356,2011-07-05,3,0,7,9,0,2,1,1,30.6,57.99999999999999,7.65,227
4357,2011-07-05,3,0,7,10,0,2,1,1,31.4,52.0,5.96,139
4358,2011-07-05,3,0,7,11,0,2,1,1,32.2,46.0,5.96,172
4359,2011-07-05,3,0,7,12,0,2,1,1,33.0,43.0,5.96,201
4360,2011-07-05,3,0,7,13,0,2,1,1,33.8,43.0,5.96,203
4361,2011-07-05,3,0,7,14,0,2,1,1,33.0,49.0,9.36,178
4362,2011-07-05,3,0,7,15,0,2,1,1,33.8,43.0,0.0,162
4363,2011-07-05,3,0,7,16,0,2,1,1,33.8,46.0,5.96,281
4364,2011-07-05,3,0,7,17,0,2,1,1,33.8,46.0,5.96,545
4365,2011-07-05,3,0,7,18,0,2,1,1,33.0,55.00000000000001,9.36,496
4366,2011-07-05,3,0,7,19,0,2,1,1,33.0,59.0,7.65,368
4367,2011-07-05,3,0,7,20,0,2,1,1,31.4,66.0,5.96,284
4368,2011-07-05,3,0,7,21,0,2,1,1,32.2,62.0,14.46,245
4369,2011-07-05,3,0,7,22,0,2,1,1,31.4,66.0,12.76,155
4370,2011-07-05,3,0,7,23,0,2,1,1,30.6,66.0,9.36,73
4371,2011-07-06,3,0,7,0,0,3,1,1,29.7,74.0,11.06,37
4372,2011-07-06,3,0,7,1,0,3,1,1,28.9,74.0,7.65,15
4373,2011-07-06,3,0,7,2,0,3,1,1,28.9,79.0,5.11,5
4374,2011-07-06,3,0,7,3,0,3,1,1,28.9,79.0,0.0,6
4375,2011-07-06,3,0,7,4,0,3,1,2,28.1,83.0,5.11,6
4376,2011-07-06,3,0,7,5,0,3,1,1,28.1,83.0,5.11,35
4377,2011-07-06,3,0,7,6,0,3,1,1,28.9,79.0,5.11,121
4378,2011-07-06,3,0,7,7,0,3,1,2,29.7,79.0,0.0,312
4379,2011-07-06,3,0,7,8,0,3,1,2,29.7,74.0,5.96,428
4380,2011-07-06,3,0,7,9,0,3,1,3,28.9,79.0,11.06,189
4381,2011-07-06,3,0,7,10,0,3,1,3,28.9,79.0,5.11,43
